"outcome_name","bias_est","bias_se","bias_p","before_est","before_se","after_est","after_se"
"visits_acute_kidney_injury",0.151907003992438,0.0679232359572087,0.025322229143239,0.105360515657251,0.321463509257044,-0.0465464883351868,0.328561035070734
"visits_acute_respiratory_distress_syndrome",0.151907003992438,0.0679232359572087,0.025322229143239,0.50600633711812,0.470111282904339,0.354099333125681,0.474992825521462
"visits_arrythmias",0.151907003992438,0.0679232359572087,0.025322229143239,0.289952220201545,0.698090787785363,0.138045216209106,0.701387420740982
"visits_fluid_and_electrolyte",0.151907003992438,0.0679232359572087,0.025322229143239,0.0427896845861268,0.360861877785257,-0.109117319406312,0.367198666693659
"visits_heart_disease",0.151907003992438,0.0679232359572087,0.025322229143239,0.357622689164428,0.268120864406286,0.20571568517199,0.276590607058289
"visits_myocarditis",0.151907003992438,0.0679232359572087,0.025322229143239,0.323885120771009,0.418189629909837,0.171978116778571,0.423669839081123
"visits_myositis",0.151907003992438,0.0679232359572087,0.025322229143239,0.129886052694054,0.321032477930507,-0.0220209512983847,0.328139326916327
"visits_pots",0.151907003992438,0.0679232359572087,0.025322229143239,-0.0640218587625762,0.365671729640917,-0.215928862755014,0.371926578562864
"visits_thrombophlebitis_and_thromboembolism",0.151907003992438,0.0679232359572087,0.025322229143239,-0.141241538344712,0.326988133542634,-0.29314854233715,0.333968270140435
"visits_abdominal_pain",0.151907003992438,0.0679232359572087,0.025322229143239,-0.360300840149339,0.288948024734966,-0.512207844141777,0.296824067388642
"visits_abnormal_liver_enzymes",0.151907003992438,0.0679232359572087,0.025322229143239,-0.228841136828926,0.345091235776486,-0.380748140821364,0.351712278706105
"visits_cardiovascular_signs_and_sx",0.151907003992438,0.0679232359572087,0.025322229143239,0.538996482206779,0.80888265479189,0.38708947821434,0.811729459368128
"visits_changes_in_taste_and_smell",0.151907003992438,0.0679232359572087,0.025322229143239,-0.0828876595184034,0.450333284519072,-0.234794663510842,0.455426869133381
"visits_chest_pain",0.151907003992438,0.0679232359572087,0.025322229143239,0.093537650258066,0.353826697578675,-0.0583693537343723,0.360287243602004
"visits_cognitive_function",0.151907003992438,0.0679232359572087,0.025322229143239,-1.19625073885947,0.757655683565844,-1.34815774285191,0.760694222945413
"visits_fatigue_and_malaise",0.151907003992438,0.0679232359572087,0.025322229143239,0.302607722668435,0.348574727360778,0.150700718675997,0.355130830170431
"visits_fever_and_chills",0.151907003992438,0.0679232359572087,0.025322229143239,-0.0304584076256759,0.573143071359368,-0.182365411618114,0.577153832379331
"visits_generalized_pain",0.151907003992438,0.0679232359572087,0.025322229143239,-0.169899036795128,0.367591212583686,-0.321806040787566,0.373813945100558
"visits_hair_loss",0.151907003992438,0.0679232359572087,0.025322229143239,0.0516444618557051,0.366771585592801,-0.100262542136733,0.373007991846228
"visits_headache",0.151907003992438,0.0679232359572087,0.025322229143239,-0.0975523332074528,0.331660593604449,-0.249459337199891,0.338544406737069
"visits_mental_health",0.151907003992438,0.0679232359572087,0.025322229143239,0.287681837481148,0.496591024674844,0.135774833488709,0.501214736186507
"visits_musculoskeletal",0.151907003992438,0.0679232359572087,0.025322229143239,0.552607157719405,0.668810320413511,0.400700153726967,0.672250556470221
"visits_respiratory_signs_and_sx",0.151907003992438,0.0679232359572087,0.025322229143239,0.236626892503911,0.298965865478209,0.0847198885114723,0.306584661560283
"visits_skin",0.151907003992438,0.0679232359572087,0.025322229143239,-0.170556715167155,0.676448854127078,-0.322463719159593,0.679850438135282
"visits_at_least_one_incident",0.151907003992438,0.0679232359572087,0.025322229143239,0.0030647938811165,0.0657021226152424,-0.148842210111322,0.0945004492002392
"visits_systematic",0.151907003992438,0.0679232359572087,0.025322229143239,0.115896668743101,0.113156222469817,-0.0360103352493371,0.131976879287765
"visits_syndromic",0.151907003992438,0.0679232359572087,0.025322229143239,-0.0242519555609952,0.0861179495361862,-0.176158959553433,0.109680751343231
